shot_id;prompt_ru;prompt_en
S12;"Шот S12. Локация: Ворота дворца. Персонажи: ПМ, Леденец / Стража. Мизансцена: У ворот дворца: требование пропуска.. Действие: PM подбегает к воротам, стучит ладонью и подаётся вперёд корпусом; Gurts настораживается и фиксирует стойку.. Камера: Передний план — створки ворот и решётка, средний — PM и Gurts лицом к лицу, задний — дворцовый двор; средний фронтальный кадр.. Реплика: PM: Эй, леденец, открой ворота. К Наполеону мне охота.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S12. Location: Palace gate. Characters: PM, Candy Guard. Scene: At the palace gates: requirement for a pass.. Action: PM runs up to the goal, knocks with his palm and leans forward with his body; Gurts becomes alert and fixes the stance.. Camera: Foreground - gate leaves and bars, middle - PM and Gurts face to face, back - palace courtyard; middle frontal frame.. Dialogue: PM: Hey lollipop, open the gate. I'm keen on Napoleon.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S13;"Шот S13. Локация: Ворота дворца. Персонажи: Леденец / Стража, ПМ. Мизансцена: Страж блокирует вход.. Действие: Gurts выставляет руку-барьер, PM делает шаг влево в поиске прохода, но останавливается под жёстким взглядом стража.. Камера: На переднем плане рука/копьё Gurts, в среднем PM и страж, на заднем закрытые ворота; средний статичный с лёгким контрпланом.. Реплика: Gurts: А что за дело? Всем тортам закрыт и двери тут и там.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S13. Location: Palace gate. Characters: Candy Guard, PM. Scene: The guard is blocking the entrance.. Action: Gurts puts out a barrier hand, PM takes a step to the left in search of a passage, but stops under the harsh gaze of the guard.. Camera: In the foreground is Gurts's hand/spear, in the middle is PM and a guard, in the background is a closed gate; medium static with a slight counter shot.. Dialogue: Gurts: What's the matter? All cakes are closed and doors here and there.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S14;"Шот S14. Локация: Ворота дворца. Персонажи: ПМ, Леденец / Стража. Мизансцена: Ключевая реплика-аргумент.. Действие: PM наклоняется ближе, говорит тихо и настойчиво, Gurts меняет выражение лица и колеблется перед решением.. Камера: Передний план — плечо PM, в среднем лица PM и Gurts, на заднем текстура ворот; крупный диалоговый кадр с минимальным паном.. Реплика: PM: А ты скажи ему, что я видал, как торт едет с утра.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S14. Location: Palace gate. Characters: PM, Candy Guard. Scene: Key remark-argument.. Action: PM leans closer, speaks quietly and insistently, Gurts changes his facial expression and hesitates before making a decision.. Camera: Foreground - PM's shoulder, PM and Gurts faces in the middle, gate texture in the background; close-up dialogue shot with minimal panning.. Dialogue: PM: Tell him that I saw the cake coming in the morning.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S15A;"Шот S15A. Локация: Тронный зал. Персонажи: Наполеон, ПМ, Желе, Эклер. Мизансцена: Тронный зал: Наполеон встречает героя угрозой. (часть 1/2). Действие: Napoleon встаёт у трона и доминирует голосом, PM держится прямо, General и Eclair обмениваются контролирующими взглядами.. Камера: Передний план — край трона, средний — Napoleon и PM в оппозиции, задний — General и Eclair; средний двухплановый кадр с медленным наездом.. Реплика: Napoleon: С момента царства моего тортов здесь не было давно.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S15A. Location: Throne room. Characters: Napoleon, PM, General Jelly, Eclair. Scene: Throne Room: Napoleon greets the hero with a threat. (part 1/2). Action: Napoleon stands at the throne and dominates with his voice, PM stands upright, General and Eclair exchange controlling glances.. Camera: Foreground - edge of the throne, middle - Napoleon and PM in opposition, background - General and Eclair; medium two-shot shot with slow zoom.. Dialogue: Napoleon: There haven't been any cakes here for a long time since my kingdom.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S15B;"Шот S15B. Локация: Тронный зал. Персонажи: Наполеон, ПМ, Желе, Эклер. Мизансцена: Тронный зал: Наполеон встречает героя угрозой. (часть 2/2). Действие: Napoleon встаёт у трона и доминирует голосом, PM держится прямо, General и Eclair обмениваются контролирующими взглядами.. Камера: Передний план — край трона, средний — Napoleon и PM в оппозиции, задний — General и Eclair; средний двухплановый кадр с медленным наездом.. Реплика: И если ты сюда явился, то лучше Богу помолился.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S15B. Location: Throne room. Characters: Napoleon, PM, General Jelly, Eclair. Scene: Throne Room: Napoleon greets the hero with a threat. (part 2/2). Action: Napoleon stands at the throne and dominates with his voice, PM stands upright, General and Eclair exchange controlling glances.. Camera: Foreground - edge of the throne, middle - Napoleon and PM in opposition, background - General and Eclair; medium two-shot shot with slow zoom.. Dialogue: And if you came here, you better pray to God.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S16;"Шот S16. Локация: Тронный зал. Персонажи: ПМ, Наполеон. Мизансцена: Птичье Молоко просит выслушать.. Действие: PM делает полшага вперёд, прижимает ладонь к груди и говорит сдержанно, Napoleon отворачивает голову, показывая скепсис.. Камера: Передний план — силуэт PM, в среднем PM и Napoleon, на заднем пустой тронный объём; крупный диалоговый кадр с лёгким наклоном камеры.. Реплика: PM: Успею я еще с мольбой. Услышь, что и лучше голос мой.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S16. Location: Throne room. Characters: PM, Napoleon. Scene: Bird's Milk asks to listen.. Action: PM takes half a step forward, presses his palm to his chest and speaks reservedly, Napoleon turns his head away, showing skepticism.. Camera: In the foreground there is a silhouette of PM, in the middle there is PM and Napoleon, in the background there is an empty throne room; close-up dialogue shot with a slight camera tilt.. Dialogue: PM: I still have time with a prayer. Hear my voice better.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S17A;"Шот S17A. Локация: Тронный зал. Персонажи: ПМ, Наполеон, Стая / Массовка. Мизансцена: Подробное описание увиденной угрозы. (часть 1/3). Действие: PM широкими жестами описывает увиденное, Crowd при дворе шепчется, Napoleon слушает с каменным лицом.. Камера: Передний план — жесты рук PM, в среднем PM и Napoleon, задний — придворная Crowd; средний кадр с мягким круговым обходом.. Реплика: PM: Сегодня, соответственно, из колы, увидел я, как там вдали за сводом и за небесами, за. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S17A. Location: Throne room. Characters: PM, Napoleon, Crowd. Scene: A detailed description of the threat seen. (part 1/3). Action: PM describes what he saw with broad gestures, Crowd whispers at court, Napoleon listens with a stony face.. Camera: Foreground - hand gestures of PM, middle PM and Napoleon, background - courtier Crowd; medium frame with a soft circular walk.. Dialogue: PM: Today, accordingly, from cola, I saw how far away behind the arch and beyond the heavens, beyond. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S17B;"Шот S17B. Локация: Тронный зал. Персонажи: ПМ, Наполеон, Стая / Массовка. Мизансцена: Подробное описание увиденной угрозы. (часть 2/3). Действие: PM широкими жестами описывает увиденное, Crowd при дворе шепчется, Napoleon слушает с каменным лицом.. Камера: Передний план — жесты рук PM, в среднем PM и Napoleon, задний — придворная Crowd; средний кадр с мягким круговым обходом.. Реплика: золоченными полями, где птицы роются в садах, там на обеденных столах, да вместе с чаем и. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S17B. Location: Throne room. Characters: PM, Napoleon, Crowd. Scene: A detailed description of the threat seen. (part 2/3). Action: PM describes what he saw with broad gestures, Crowd whispers at court, Napoleon listens with a stony face.. Camera: Foreground - hand gestures of PM, middle PM and Napoleon, background - courtier Crowd; medium frame with a soft circular walk.. Dialogue: gilded fields, where birds rummage in gardens, there on dining tables, and along with tea and. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S17C;"Шот S17C. Локация: Тронный зал. Персонажи: ПМ, Наполеон, Стая / Массовка. Мизансцена: Подробное описание увиденной угрозы. (часть 3/3). Действие: PM широкими жестами описывает увиденное, Crowd при дворе шепчется, Napoleon слушает с каменным лицом.. Камера: Передний план — жесты рук PM, в среднем PM и Napoleon, задний — придворная Crowd; средний кадр с мягким круговым обходом.. Реплика: вареньем, с большим, похожим наслаждением. Не знаю, что за существа, но поглотили два торта.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S17C. Location: Throne room. Characters: PM, Napoleon, Crowd. Scene: A detailed description of the threat seen. (part 3/3). Action: PM describes what he saw with broad gestures, Crowd whispers at court, Napoleon listens with a stony face.. Camera: Foreground - hand gestures of PM, middle PM and Napoleon, background - courtier Crowd; medium frame with a soft circular walk.. Dialogue: jam, with great, similar pleasure. I don’t know what kind of creatures they were, but they devoured two cakes.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S18;"Шот S18. Локация: Тронный зал. Персонажи: Печенье, Пончик. Мизансцена: Cookie и Donut в ужасе убегают.. Действие: Cookie и Donut резко отскакивают от центра, переглядываются и бегут к выходу, сбивая ритм церемонии.. Камера: Передний план — разбросанный реквизит, в среднем убегающие Cookie и Donut, на заднем шокированная Crowd; динамичный средний с рывком в пане.. Реплика: General: Повсюду у меня есть уши. Ты лучше царь его не слушай.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S18. Location: Throne room. Characters: Cookie, Donut. Scene: Cookie and Donut run away in horror.. Action: Cookie and Donut jump sharply from the center, look at each other and run towards the exit, breaking the rhythm of the ceremony.. Camera: Scattered props in the foreground, Cookie and Donut running away in the middle, a shocked Crowd in the background; dynamic average with a jerk in the pan.. Dialogue: General: I have ears everywhere. You better not listen to him, king.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S19A;"Шот S19A. Локация: Тронный зал. Персонажи: Желе, Наполеон, ПМ. Мизансцена: Желе обвиняет героя в заговоре. (часть 1/2). Действие: General выходит вперёд, указывает на PM обвиняющим жестом, Napoleon слушает, PM сдерживает ответ.. Камера: Передний план — указывающая рука General, в среднем General и PM, на заднем Napoleon; крупный конфликтный кадр с контровым светом.. Реплика: General: Пробрался он сюда специально, чтобы свергнуть вас. План гениальный.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S19A. Location: Throne room. Characters: General Jelly, Napoleon, PM. Scene: Jelly accuses the hero of conspiracy. (part 1/2). Action: General comes forward, points at PM with an accusing gesture, Napoleon listens, PM holds back his response.. Camera: In the foreground is the General's pointing hand, in the middle General and PM, in the background Napoleon; close-up conflict shot with backlight.. Dialogue: General: He got here specifically to overthrow you. The plan is brilliant.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S19B;"Шот S19B. Локация: Тронный зал. Персонажи: Желе, Наполеон, ПМ. Мизансцена: Желе обвиняет героя в заговоре. (часть 2/2). Действие: General выходит вперёд, указывает на PM обвиняющим жестом, Napoleon слушает, PM сдерживает ответ.. Камера: Передний план — указывающая рука General, в среднем General и PM, на заднем Napoleon; крупный конфликтный кадр с контровым светом.. Реплика: Отдайте мне его скорей. Узнает сразу кто главней.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S19B. Location: Throne room. Characters: General Jelly, Napoleon, PM. Scene: Jelly accuses the hero of conspiracy. (part 2/2). Action: General comes forward, points at PM with an accusing gesture, Napoleon listens, PM holds back his response.. Camera: In the foreground is the General's pointing hand, in the middle General and PM, in the background Napoleon; close-up conflict shot with backlight.. Dialogue: Give it to me quickly. He will immediately find out who is in charge.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S20;"Шот S20. Локация: Тронный зал. Персонажи: Эклер, Желе. Мизансцена: Эклер поддерживает сомнение двора.. Действие: Eclair подхватывает линию General, говорит в полоборота к Napoleon и поднимает брови, усиливая сомнение.. Камера: Передний план — профиль Eclair, средний — Eclair и General, задний — Napoleon на троне; средний репликовый кадр с лёгким долли-ин.. Реплика: Eclair: Ну что за вздор, откуда здесь до тортоеды уже есть?. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S20. Location: Throne room. Characters: Eclair, General Jelly. Scene: Eclair supports the court's doubts.. Action: Eclair picks up the General's line, speaks half-turn to Napoleon and raises his eyebrows, increasing his doubt.. Camera: Foreground - profile of Eclair, middle - Eclair and General, background - Napoleon on the throne; medium replica shot with slight dolly-in.. Dialogue: Eclair: What nonsense, how come there are already cake eaters here?. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S21A;"Шот S21A. Локация: Тронный зал. Персонажи: ПМ, Наполеон. Мизансцена: Птичье Молоко настаивает: проверить лично. (часть 1/2). Действие: PM не отступает, выпрямляется и снова просит проверку, Napoleon остаётся холодным и не меняет позы.. Камера: Передний план — PM в полуобороте, средний — PM и Napoleon, задний — глубокий зал; средний статичный кадр с короткой сменой фокуса.. Реплика: PM: Они не здесь, под небесами, за золоченными полями, среди садов, за облаками.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S21A. Location: Throne room. Characters: PM, Napoleon. Scene: Bird's Milk insists: check it personally. (part 1/2). Action: PM doesn't back down, straightens up and asks for a check again, Napoleon remains cold and doesn't change his position.. Camera: Foreground - PM in half-turn, middle - PM and Napoleon, background - deep hall; medium static frame with a short change of focus.. Dialogue: PM: They are not here, under the skies, beyond the gilded fields, among the gardens, behind the clouds.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S21B;"Шот S21B. Локация: Тронный зал. Персонажи: ПМ, Наполеон. Мизансцена: Птичье Молоко настаивает: проверить лично. (часть 2/2). Действие: PM не отступает, выпрямляется и снова просит проверку, Napoleon остаётся холодным и не меняет позы.. Камера: Передний план — PM в полуобороте, средний — PM и Napoleon, задний — глубокий зал; средний статичный кадр с короткой сменой фокуса.. Реплика: Сходите и проверьте сами.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S21B. Location: Throne room. Characters: PM, Napoleon. Scene: Bird's Milk insists: check it personally. (part 2/2). Action: PM doesn't back down, straightens up and asks for a check again, Napoleon remains cold and doesn't change his position.. Camera: Foreground - PM in half-turn, middle - PM and Napoleon, background - deep hall; medium static frame with a short change of focus.. Dialogue: Go and check it out for yourself.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S22;"Шот S22. Локация: Тронный зал. Персонажи: Желе, ПМ. Мизансцена: Желе повышает давление.. Действие: General сокращает дистанцию, нависает над PM и гасит его попытку говорить, PM сохраняет стойкость.. Камера: Передний план — силуэт General, средний — PM под давлением, задний — трон и стража; средний кадр с небольшим нижним ракурсом.. Реплика: General: Да ты дерзить, похоже, вздумал. Ишь, посмотри, чего думал.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S22. Location: Throne room. Characters: General Jelly, PM. Scene: Jelly increases blood pressure.. Action: General closes the distance, looms over PM and extinguishes his attempt to speak, PM remains stoic.. Camera: Foreground - silhouette of General, middle - PM under pressure, background - throne and guards; medium shot with a slight low angle.. Dialogue: General: Yes, you seem to have decided to be insolent. Look, look what I was thinking.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S23A;"Шот S23A. Локация: Тронный зал. Персонажи: Наполеон, ПМ. Мизансцена: Наполеон высмеивает и отвергает угрозу. (часть 1/2). Действие: Napoleon усмехается, делает dismiss-жест рукой и отворачивается от PM, завершая спор приказным тоном.. Камера: На переднем плане жест Napoleon, в среднем Napoleon и PM, на заднем Eclair и General; крупный/средний переход с акцентом на реакцию PM.. Реплика: Napoleon: Ну ты ей Богу рассмешил. Чего ты видел, где ты был? И нам какая в том забота?. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S23A. Location: Throne room. Characters: Napoleon, PM. Scene: Napoleon ridicules and dismisses the threat. (part 1/2). Action: Napoleon grins, makes a dismissive gesture with his hand and turns away from PM, ending the argument in an orderly tone.. Camera: In the foreground is the Napoleon gesture, in the middle is Napoleon and PM, in the background is Eclair and General; large/medium transition with emphasis on PM response.. Dialogue: Napoleon: Well, you really made me laugh. What did you see, where were you? And why should we care?. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S23B;"Шот S23B. Локация: Тронный зал. Персонажи: Наполеон, ПМ. Мизансцена: Наполеон высмеивает и отвергает угрозу. (часть 2/2). Действие: Napoleon усмехается, делает dismiss-жест рукой и отворачивается от PM, завершая спор приказным тоном.. Камера: На переднем плане жест Napoleon, в среднем Napoleon и PM, на заднем Eclair и General; крупный/средний переход с акцентом на реакцию PM.. Реплика: Не наши, это ведь работа другие царства изучать. Своих бы слуг нам поучать.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S23B. Location: Throne room. Characters: Napoleon, PM. Scene: Napoleon ridicules and dismisses the threat. (part 2/2). Action: Napoleon grins, makes a dismissive gesture with his hand and turns away from PM, ending the argument in an orderly tone.. Camera: In the foreground is the Napoleon gesture, in the middle is Napoleon and PM, in the background is Eclair and General; large/medium transition with emphasis on PM response.. Dialogue: Not ours, it’s our job to study other kingdoms. We should teach our servants.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S24A;"Шот S24A. Локация: Тронный зал. Персонажи: ПМ, Наполеон. Мизансцена: Птичье Молоко предупреждает о последствиях. (часть 1/2). Действие: PM делает последний шаг к центру, предупреждает о риске и фиксирует взгляд на Napoleon, не моргая.. Камера: Передний план — лицо PM, средний — дистанция PM и Napoleon, задний — пустой тронный проход; крупный драматический кадр.. Реплика: PM: Ну как хотите, только если вас так сожрут, сожрут всех. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S24A. Location: Throne room. Characters: PM, Napoleon. Scene: Bird's Milk warns of the consequences. (part 1/2). Action: PM takes the last step towards the center, warns of the risk and fixes his gaze on Napoleon without blinking.. Camera: Foreground - PM's face, middle - distance between PM and Napoleon, back - empty throne passage; close-up dramatic shot.. Dialogue: PM: Well, as you wish, only if they devour you like this, they will devour everyone. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S24B;"Шот S24B. Локация: Тронный зал. Персонажи: ПМ, Наполеон. Мизансцена: Птичье Молоко предупреждает о последствиях. (часть 2/2). Действие: PM делает последний шаг к центру, предупреждает о риске и фиксирует взгляд на Napoleon, не моргая.. Камера: Передний план — лицо PM, средний — дистанция PM и Napoleon, задний — пустой тронный проход; крупный драматический кадр.. Реплика: вместе, то вспомните мои слова, на то и есть ведь голова.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S24B. Location: Throne room. Characters: PM, Napoleon. Scene: Bird's Milk warns of the consequences. (part 2/2). Action: PM takes the last step towards the center, warns of the risk and fixes his gaze on Napoleon without blinking.. Camera: Foreground - PM's face, middle - distance between PM and Napoleon, back - empty throne passage; close-up dramatic shot.. Dialogue: together, then remember my words, that’s what the head is for.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S25;"Шот S25. Локация: Тронный зал. Персонажи: Желе, ПМ. Мизансцена: Желе срывается: «надоел».. Действие: General срывается, резко выбрасывает руку вперёд и перекрывает PM путь, PM инстинктивно отступает на полшага.. Камера: Передний план — резкий жест General, средний — General и PM в столкновении, задний — охрана; крупный кадр с жёсткой остановкой камеры.. Реплика: General: Всё, надоел ты мне однако, да ты еще из-за бияка?. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S25. Location: Throne room. Characters: General Jelly, PM. Scene: The jelly breaks down: “I’m tired of it.”. Action: General breaks down, sharply throws his hand forward and blocks PM's path, PM instinctively retreats half a step.. Camera: Foreground - General's sharp gesture, middle - General and PM in a collision, background - security; close-up shot with a hard camera stop.. Dialogue: General: That's it, I'm tired of you, but are you still because of the bully?. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S26;"Шот S26. Локация: Тронный зал. Персонажи: Желе, Леденец / Стража. Мизансцена: Свисток и выход охраны.. Действие: General свистит, Gurts быстро входят в кадр с двух сторон и смыкают коридор вокруг PM.. Камера: Передний план — движение Gurts в расфокусе, средний — General в центре, задний — PM в кольце; средний динамичный кадр с панорамой слева направо.. Реплика: General: Всё, довольно.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S26. Location: Throne room. Characters: General Jelly, Candy Guard. Scene: Whistle and security exit.. Action: General whistles, Gurts quickly enters the frame from both sides and closes the corridor around PM.. Camera: Foreground - Gurts movement in out of focus, middle - General in the center, background - PM in the ring; medium dynamic shot with panorama from left to right.. Dialogue: General: That's enough.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
